CVU,NOMBRE,NIVEL
480560,"GUERRA DE BLAS, PAOLA DEL CARMEN",Investigador(a) Nacional Nivel I
480572,"ALVAREZ MANJARREZ, JULIETA",Investigador(a) Nacional Nivel I
480639,"FLORES QUINTERO, ROBERTO RAFAEL",Candidato(a) a Investigador(a) Nacional
480706,"MENDEZ JERONIMO, GABRIELA",Investigador(a) Nacional Nivel I
480713,"DURAN FLORES, FLOR DE DALIA",Candidato(a) a Investigador(a) Nacional
480781,"HERNANDEZ MORENO, JOSE ANTONIO",Candidato(a) a Investigador(a) Nacional
480798,"RAMOS AGUILAR, RICARDO",Candidato(a) a Investigador(a) Nacional
480836,"DIAZ GARCIA, OVEL",Candidato(a) a Investigador(a) Nacional
480845,"ZUÑIGA GRAJEDA, VIRGILIO",Candidato(a) a Investigador(a) Nacional
480877,"TORRES RODRIGUEZ, MARCO ANTONIO",Candidato(a) a Investigador(a) Nacional
480933,"JIMENEZ SANDOVAL, PEDRO",Candidato(a) a Investigador(a) Nacional
480950,"DE LA FUENTE CORTES, GISELA",Candidato(a) a Investigador(a) Nacional
480995,"CORDOVA TAPIA, FERNANDO",Candidato(a) a Investigador(a) Nacional
481077,"SOSA FLORES, VIVIANA PAOLA",Candidato(a) a Investigador(a) Nacional
481135,"VELAZQUEZ PEÑA, GUADALUPE CANDELARIA",Candidato(a) a Investigador(a) Nacional
481145,"CASTREJON MENDOZA, JOSE GILBERTO",Candidato(a) a Investigador(a) Nacional
481167,"ALARCON LUNA, NOHEMI SELENE",Candidato(a) a Investigador(a) Nacional
481184,"PEÑA YAM, LAURA PATRICIA",Candidato(a) a Investigador(a) Nacional
481198,"RAMIREZ VILLALVA, ALEJANDRA",Investigador(a) Nacional Nivel I
481209,"AGUILAR VELAZQUEZ, DANIEL",Candidato(a) a Investigador(a) Nacional
481408,"ROSALES RIVERA, MAURICIO",Candidato(a) a Investigador(a) Nacional
481415,"VIDAL ESCOBAR, LUZ MARIA",Candidato(a) a Investigador(a) Nacional
481444,"CRUZ VADILLO, RODOLFO",Investigador(a) Nacional Nivel I
481447,"GERARDO MORALES, EDGARDO DOMITILO",Candidato(a) a Investigador(a) Nacional
481451,"CUENCA OROZCO, DAVID",Candidato(a) a Investigador(a) Nacional
481467,"BURBOA CHARIS, VIANEY ARIADNA",Investigador(a) Nacional Nivel I
481498,"GARCIA CRUZ, CESAR PASTOR",Candidato(a) a Investigador(a) Nacional
481506,"MORALES REYES, ETZTLI ITZEL",Candidato(a) a Investigador(a) Nacional
481541,"CAJIGAL MOLINA, ERICK",Candidato(a) a Investigador(a) Nacional
481593,"HABIB MIRELES, LIZBETH",Investigador(a) Nacional Nivel I
481604,"OLIVAR ROMERO, FERNANDO",Candidato(a) a Investigador(a) Nacional
481628,"YAÑEZ CASTILLO, BRENDA GUADALUPE",Candidato(a) a Investigador(a) Nacional
481651,"GONZALEZ IBARRA, ALAN ALEXANDER",Investigador(a) Nacional Nivel I
481667,"GARCIA ANCIRA, CLAUDIA",Investigador(a) Nacional Nivel I
481677,"MENDEZ GARCIA, MANUEL",Candidato(a) a Investigador(a) Nacional
481767,"SILVA ISLAS, CARLOS ALFREDO",Investigador(a) Nacional Nivel I
481792,"ORTEGA VIDALS, PAULA",Candidato(a) a Investigador(a) Nacional
481815,"MARTINEZ MORENO, ALDO RAUDEL",Candidato(a) a Investigador(a) Nacional
481822,"ERDOSOVA , ZUZANA",Investigador(a) Nacional Nivel I
481823,"ARMESTO , MARIA ALEJANDRA",Investigador(a) Nacional Nivel I
481826,"JACK , DENNIS",Investigador(a) Nacional Nivel II
481873,"GONZALEZ MIY, DARLENE",Candidato(a) a Investigador(a) Nacional
481937,"CASTILLO ZUÑIGA, IVAN",Investigador(a) Nacional Nivel I
481951,"DIAZ RIVAS, JESUS OMAR",Candidato(a) a Investigador(a) Nacional
481991,"RODRIGUEZ MARTINEZ, DOUGLAS",Candidato(a) a Investigador(a) Nacional
482011,"HERNANDEZ CUEVAS, FRANCISCO IVAN",Candidato(a) a Investigador(a) Nacional
482020,"ORTELLI , PAOLA",Investigador(a) Nacional Nivel I
482066,"CASTILLO SANGUINO, NARCISO",Candidato(a) a Investigador(a) Nacional
482217,"DOMINGUEZ ROLDAN, ROSA",Candidato(a) a Investigador(a) Nacional
482218,"CRUZ LOPEZ, CARLOS ANTONIO",Candidato(a) a Investigador(a) Nacional
482327,"ARMENTA GUTIERREZ, MIGUEL ANGEL",Candidato(a) a Investigador(a) Nacional
482332,"RAMIREZ ORNELAS, DIANA ESTEPHANY",Candidato(a) a Investigador(a) Nacional
482349,"ROLDAN CRUZ, CESAR ALBERTO",Investigador(a) Nacional Nivel I
482385,"VARGAS CARDOSO, ORTHON RICARDO",Candidato(a) a Investigador(a) Nacional
482407,"TREJO PALACIOS, KRISTAL KARINA",Investigador(a) Nacional Nivel I
482416,"AGUILAR ZARATE, MAYRA",Candidato(a) a Investigador(a) Nacional
482493,"PEREZ PINACHO, CLAUDIA ALEJANDRA",Investigador(a) Nacional Nivel I
482495,"GUZMAN TAPIA, MANUEL",Candidato(a) a Investigador(a) Nacional
482521,"TREJO ZUÑIGA, IVAN",Candidato(a) a Investigador(a) Nacional
482560,"CALLA CHOQUE, DANDY",Candidato(a) a Investigador(a) Nacional
482566,"GONZALEZ TORRES, ALEJANDRO",Candidato(a) a Investigador(a) Nacional
482572,"GOMEZ ALVAREZ, MARCO ANTONIO",Candidato(a) a Investigador(a) Nacional
482606,"SILVA PALACIOS, ALEJANDRO",Candidato(a) a Investigador(a) Nacional
482609,"GARCIA LOPEZ, FELIPE ALEJANDRO",Candidato(a) a Investigador(a) Nacional
482660,"CRUZ ANCONA, CHRISTOPHER DIEGO",Investigador(a) Nacional Nivel I
482721,"HERNANDEZ FLORES, JAIME",Candidato(a) a Investigador(a) Nacional
482723,"LANDAZABAL MORA, MARCELA",Candidato(a) a Investigador(a) Nacional
482724,"ARROYO CORDOBA, ISMAEL JAVIER",Candidato(a) a Investigador(a) Nacional
482732,"RODRIGUEZ VAZQUEZ, MARTIN",Candidato(a) a Investigador(a) Nacional
482756,"DOMINGUEZ CONTRERAS, WENDI LISBET",Candidato(a) a Investigador(a) Nacional
482774,"ALVAREZ CARMONA, MIGUEL ANGEL",Candidato(a) a Investigador(a) Nacional
482843,"CHAIREZ RAMIREZ, MANUEL HUMBERTO",Candidato(a) a Investigador(a) Nacional
482844,"VAZQUEZ VALDEZ, JORGE ALEJANDRO",Candidato(a) a Investigador(a) Nacional
482857,"RIVERA GARCIA, MARIANA XOCHIQUETZAL",Candidato(a) a Investigador(a) Nacional
482907,"GRIJALVA MAZA, LUISA FERNANDA",Candidato(a) a Investigador(a) Nacional
482926,"DIAZ ARAGON, RICARDO",Candidato(a) a Investigador(a) Nacional
482951,"MANZANARES LEAL, GAUDDY LIZETH",Candidato(a) a Investigador(a) Nacional
482953,"RODRIGUEZ DE LEON, ITZEL RUBI",Candidato(a) a Investigador(a) Nacional
482963,"ANZURES OLVERA, FILIBERTO",Candidato(a) a Investigador(a) Nacional
482980,"RODRIGUEZ NUÑEZ, OMAR",Candidato(a) a Investigador(a) Nacional
483024,"CHAVEZ JACOBO, VICTOR MANUEL",Investigador(a) Nacional Nivel I
483027,"DIAZ CEPEDA, LUIS RUBEN",Investigador(a) Nacional Nivel I
483063,"LUENGO GONZALEZ, ENRIQUE MANUEL",Investigador(a) Nacional Nivel I
483069,"SORIA BUSTOS, JORGE",Investigador(a) Nacional Nivel I
483100,"CID GALLEGOS, MARIA STEPHANIE",Investigador(a) Nacional Nivel I
483131,"FLORES CASTAÑEDA, MARIELA",Candidato(a) a Investigador(a) Nacional
483139,"MENDEZ GOMEZ, MANUEL",Investigador(a) Nacional Nivel I
483168,"MORALES GAMEZ, LUIS MIGUEL",Investigador(a) Nacional Nivel I
483184,"SANCHEZ REYES, URIEL JESHUA",Investigador(a) Nacional Nivel I
483208,"HERNANDEZ TREJO, NINFA ELIZABETH",Candidato(a) a Investigador(a) Nacional
483273,"MARTINEZ ARZATE, SAUL GABRIEL",Candidato(a) a Investigador(a) Nacional
483277,"HERRERA RUEDA, MIGUEL ANGEL",Candidato(a) a Investigador(a) Nacional
483310,"MARTINEZ CARRANZA, ENRIQUE",Candidato(a) a Investigador(a) Nacional
483314,"PAYAN ARZAPALO, MARIA ALEJANDRA",Candidato(a) a Investigador(a) Nacional
483364,"ALVIDREZ LECHUGA, ADRIANA",Candidato(a) a Investigador(a) Nacional
483365,"KINTANA NEDELKOU, DANAI",Investigador(a) Nacional Nivel I
483369,"MONDRAGON GONZALEZ, RICARDO",Candidato(a) a Investigador(a) Nacional
483373,"AGUILAR JUSTO, ADAN ENRIQUE",Candidato(a) a Investigador(a) Nacional
483381,"MORALES LOPEZ, JULIO ULISES",Investigador(a) Nacional Nivel I
483407,"ZACARIAS LARA, OSCAR JOVAN",Candidato(a) a Investigador(a) Nacional
483430,"CARDENAS ARGUEDAS, SOL",Candidato(a) a Investigador(a) Nacional
483484,"VILLALOBOS NAJERA, SANDRA",Candidato(a) a Investigador(a) Nacional
483495,"MOLINA MORENO, ISMAEL",Investigador(a) Nacional Nivel I
483611,"ALVAREZ PEREZ, JOSE RAZIEL",Investigador(a) Nacional Nivel I
483616,"AGUILAR PEREZ, DAVID ALEJANDRO",Candidato(a) a Investigador(a) Nacional
483617,"MILLAN LOPEZ, ANDRES JERSON",Candidato(a) a Investigador(a) Nacional
483624,"ROJAS SOLIS, DANIEL",Candidato(a) a Investigador(a) Nacional
483645,"BOTTINI LUZARDO, MARIA BENEDICTA",Investigador(a) Nacional Nivel I
483674,"RODRIGUEZ CANTO, WILBERT JOSE",Candidato(a) a Investigador(a) Nacional
483675,"RAMIREZ PLASCENCIA, OSCAR DANIEL",Candidato(a) a Investigador(a) Nacional
483695,"BARRON PEREZ, ELDA",Candidato(a) a Investigador(a) Nacional
483761,"BURGOS MIERES, JUAN MANUEL",Investigador(a) Nacional Nivel I
483803,"SOLARES LACHICA, EFRAIN",Candidato(a) a Investigador(a) Nacional
483856,"TREVIÑO ALDAPE, ABIEL",Candidato(a) a Investigador(a) Nacional
483872,"LEAL CHAVEZ, DANIEL ARTURO",Investigador(a) Nacional Nivel I
483873,"KENT TREJO, DIDANWY DAVINA",Candidato(a) a Investigador(a) Nacional
483884,"CIGARROA TOLEDO, NOHEMI",Investigador(a) Nacional Nivel I
483900,"BAEZ MAGAÑA, MARISOL",Investigador(a) Nacional Nivel I
483905,"VALDEZ BOCANEGRA, HEIRA GEORGINA",Candidato(a) a Investigador(a) Nacional
483909,"RAMIREZ CONTRERAS, JUAN MANUEL",Candidato(a) a Investigador(a) Nacional
483928,"OCAMPO MERLO, RODRIGO EDUARDO",Candidato(a) a Investigador(a) Nacional
483941,"VON THADEN UGALDE, JUAN JOSE",Candidato(a) a Investigador(a) Nacional
483953,"FITCH VARGAS, PERLA ROSA",Investigador(a) Nacional Nivel I
483970,"SANDOVAL SICAIROS, ESLIM SUGEY",Candidato(a) a Investigador(a) Nacional
483977,"SOTO MARTINEZ, KAREN MAGALY",Investigador(a) Nacional Nivel I
484040,"ROJAS ROJAS, FERNANDO URIEL",Investigador(a) Nacional Nivel I
484041,"DIAZ REYES, JESUS",Candidato(a) a Investigador(a) Nacional
484054,"DE LA CRUZ DELGADO, ANABEL",Candidato(a) a Investigador(a) Nacional
484086,"SANTIAGO RAMOS, DAVID",Candidato(a) a Investigador(a) Nacional
484097,"CAMPOS VIGURI, GABRIELA ELIZABETH",Candidato(a) a Investigador(a) Nacional
484111,"VALENTIN REYES, JONATHAN",Candidato(a) a Investigador(a) Nacional
484128,"DE LOS SANTOS ROMERO, RODOLFO BENIGNO",Investigador(a) Nacional Nivel I
484167,"RAMIREZ VARGAS, MARCO ANTONIO",Candidato(a) a Investigador(a) Nacional
484176,"CRUZ BAQUERO, CLAUDIA ANDREA",Candidato(a) a Investigador(a) Nacional
484203,"ANAYA RIOS, MIGUEL ANGEL",Investigador(a) Nacional Nivel I
484223,"OLGUIN LOPEZ, NORMA BEATRIZ",Investigador(a) Nacional Nivel I
484245,"RUIZ ARMENTA, XOCHITL ARIADNA",Investigador(a) Nacional Nivel I
484276,"DIAZ LOPEZ, RUBEN",Candidato(a) a Investigador(a) Nacional
484281,"ASTRAIN BAÑUELOS, LEANDRO EDUARDO",Investigador(a) Nacional Nivel I
484287,"CARBALLO MENDEZ, FERNANDO DE JESUS",Investigador(a) Nacional Nivel I
484307,"SERRANO MORAN, JOSE ANTONIO",Investigador(a) Nacional Nivel I
484311,"AMEZCUA CONSTANDCE, NAYELI OLIVIA",Candidato(a) a Investigador(a) Nacional
484312,"MIRANDA PEREZ, LUIS ADRIAN",Candidato(a) a Investigador(a) Nacional
484313,"CONTRERAS PERALTA, JORGE",Candidato(a) a Investigador(a) Nacional
484327,"GARCIA HERNANDEZ, MARIA DE LOS ANGELES",Candidato(a) a Investigador(a) Nacional
484392,"VARGAS CHABLE, PEDRO",Investigador(a) Nacional Nivel I
484393,"BETANCOURT NUÑEZ, ALEJANDRA",Candidato(a) a Investigador(a) Nacional
484458,"OROZCO GONZALEZ, CLAUDIA NELLY",Investigador(a) Nacional Nivel I
484540,"GARCIA JIMENEZ, SUSANA",Investigador(a) Nacional Nivel I
484544,"SANDOVAL BAUTISTA, JOSE RAYMUNDO",Candidato(a) a Investigador(a) Nacional
484571,"MARQUEZ ESCAMILLA, HELMITH BETZABE",Candidato(a) a Investigador(a) Nacional
484579,"MANRIQUEZ GARCIA, JHONNY NAIM",Candidato(a) a Investigador(a) Nacional
484593,"MCCULLIGH , CINDY CLAUDIA",Investigador(a) Nacional Nivel I
484625,"TRUJILLO OCHOA, JORGE LUIS",Investigador(a) Nacional Nivel I
484635,"CRESPO SANCHEZ, CARLOS ALBERTO",Investigador(a) Nacional Nivel I
484637,"MONCADA SAUCEDO, NIDIA KARINA",Investigador(a) Nacional Nivel I
484640,"RODRIGUEZ ANDRADE, ERNESTO",Investigador(a) Nacional Nivel I
484641,"GOMEZ ROMO DE VIVAR, GUILLERMO RAFAEL",Investigador(a) Nacional Nivel I
484652,"HERNANDEZ TECORRALCO, JUAN",Candidato(a) a Investigador(a) Nacional
484657,"DIAZ MEDINA, BLANCA ALEJANDRA",Candidato(a) a Investigador(a) Nacional
484661,"PAYAN SERRANO, OMAR JHOVANY",Candidato(a) a Investigador(a) Nacional
484682,"OLGUIN TORRES, ANTONIO",Investigador(a) Nacional Nivel I
484684,"SANTIBAÑEZ AGUASCALIENTES, NORMA ANGELICA",Candidato(a) a Investigador(a) Nacional
484700,"HERRERA CASTILLO, ANA MARIA",Investigador(a) Nacional Nivel I
484722,"PEREZ SILOS, VANESSA",Candidato(a) a Investigador(a) Nacional
484725,"MARTINEZ HERNANDEZ, YURIKO JOCSELIN",Candidato(a) a Investigador(a) Nacional
484752,"GARCIGLIA MERCADO, CAROLINA",Candidato(a) a Investigador(a) Nacional
484777,"VALADEZ JIMENEZ, ELVIA ALEXANDRA",Candidato(a) a Investigador(a) Nacional
484794,"GOMORA HERRERA, DIANA ROSA",Candidato(a) a Investigador(a) Nacional
484798,"SALAS LOPEZ, FERNANDO",Candidato(a) a Investigador(a) Nacional
484803,"ARGUELLES LOPEZ, OSCAR DANIEL",Candidato(a) a Investigador(a) Nacional
484804,"SORIANO FLORES, JOSE JESUS",Investigador(a) Nacional Nivel I
484807,"ENGLEHARDT , JOSHUA DEEB",Investigador(a) Nacional Nivel I
484847,"MIRAMONTES CORONA, CARMEN",Candidato(a) a Investigador(a) Nacional
484890,"ROSAS CASAREZ, CARLOS ANTONIO",Investigador(a) Nacional Nivel I
484896,"NIETO DEL VALLE, CELIA AMERICA",Investigador(a) Nacional Nivel I
484897,"HERNANDEZ MARQUEZ, BENJAMIN",Candidato(a) a Investigador(a) Nacional
484901,"MAZARIEGOS HERRERA, HILDA MARIA CRISTINA",Candidato(a) a Investigador(a) Nacional
484917,"MENDEZ OCHAITA, MARGARITA FLOR DE MARIA",Candidato(a) a Investigador(a) Nacional
484919,"ESPINOZA NIETO, LUCIA",Candidato(a) a Investigador(a) Nacional
484962,"VILLASEÑOR PADILLA, CARLOS ALBERTO",Investigador(a) Nacional Nivel I
484966,"CORTEZ DEL RIO, KARLA LORENA",Candidato(a) a Investigador(a) Nacional
485009,"VELAZQUEZ CARRILES, CARLOS ARNULFO",Candidato(a) a Investigador(a) Nacional
485021,"MEJIA RODRIGUEZ, JORGE ANTONIO",Candidato(a) a Investigador(a) Nacional
485025,"TORRES ACOSTA, MARIO ANTONIO",Investigador(a) Nacional Nivel I
485036,"HERNANDEZ ARZABA, JUAN CRISTOBAL",Candidato(a) a Investigador(a) Nacional
485039,"GOMEZ AVILA, JAVIER ENRIQUE",Investigador(a) Nacional Nivel I
485077,"MENDOZA HOFFMANN, FRANCISCO GUILLERMO",Candidato(a) a Investigador(a) Nacional
485098,"FAUSTO MARTINEZ, FERNANDO ABRAHAM",Investigador(a) Nacional Nivel I
485106,"GRIJALVA HERNANDEZ, FERNANDO",Candidato(a) a Investigador(a) Nacional
485114,"CASTILLO HERNANDEZ, ANA LAURA",Candidato(a) a Investigador(a) Nacional
485115,"GARCIA ALONSO ALBA, LILIAN",Candidato(a) a Investigador(a) Nacional
485141,"MONTOYA MENDOZA, ALEXANDRA MARGARITA",Investigador(a) Nacional Nivel I
485174,"SILVA MEJIA, ADRIANA",Candidato(a) a Investigador(a) Nacional
485192,"SORIANO HERNANDEZ, MARIA GUADALUPE",Candidato(a) a Investigador(a) Nacional
485247,"AGUIRRE VEGA, SANDRA BEATRIZ",Candidato(a) a Investigador(a) Nacional
485278,"MEZETA CANUL, LUIS ANGEL",Candidato(a) a Investigador(a) Nacional
485282,"RUIZ GONZALEZ, LUIS EDUARDO",Candidato(a) a Investigador(a) Nacional
485287,"RODRIGUEZ UGALDE, DIANA CECILIA",Candidato(a) a Investigador(a) Nacional
485315,"ZULUAGA DUQUE, JEAN RENE",Candidato(a) a Investigador(a) Nacional
485318,"BELTRAN ROCHA, JULIO CESAR",Candidato(a) a Investigador(a) Nacional
485390,"RIOS CANGAS, JOSUE IVAN",Candidato(a) a Investigador(a) Nacional
485401,"SANCHEZ DIAZ, BALTAZAR",Candidato(a) a Investigador(a) Nacional
485407,"BARRERA VAZQUEZ, OSCAR SALVADOR",Candidato(a) a Investigador(a) Nacional
485424,"LOPEZ CARRILLO, OSCAR RAMON",Candidato(a) a Investigador(a) Nacional
485478,"RODRIGUEZ LOPEZ, EMMANUEL",Candidato(a) a Investigador(a) Nacional
485481,"GONZALEZ IBARRA, ADRIAN AMILCARE",Candidato(a) a Investigador(a) Nacional
485487,"USCANGA PALOMEQUE, ASHANTI CONCEPCION",Candidato(a) a Investigador(a) Nacional
485515,"LOYOLA LEYVA, ALEJANDRA",Investigador(a) Nacional Nivel I
485518,"GALVEZ BARBOSA, SAUL",Candidato(a) a Investigador(a) Nacional
485582,"FORERO SANDOVAL, IVAN YECID",Candidato(a) a Investigador(a) Nacional
485604,"MENDEZ GARCIA, CESAR IVAN",Investigador(a) Nacional Nivel I
485618,"LOZANO AMADO, DANIELA",Candidato(a) a Investigador(a) Nacional
485626,"LOPEZ PACHECO, GERMAN",Candidato(a) a Investigador(a) Nacional
485633,"ZEPEDA ZEMPOALTECATL, JOSE ALFREDO",Investigador(a) Nacional Nivel I
485640,"VARGAS CORTEZ, TERESA",Candidato(a) a Investigador(a) Nacional
485654,"BECERRA POZOS, JULIO CESAR",Candidato(a) a Investigador(a) Nacional
485693,"HERNANDEZ MONTIEL, WILBER",Candidato(a) a Investigador(a) Nacional
485709,"VELASCO XIMELLO, MANUEL",Candidato(a) a Investigador(a) Nacional
485722,"BRIONES TORRES, JOSE ALBERTO",Candidato(a) a Investigador(a) Nacional
485771,"CAMACHO URETA, ELISA ANALI",Candidato(a) a Investigador(a) Nacional
485775,"CARRERA BARROSO, JOSE ANTONIO",Candidato(a) a Investigador(a) Nacional
485778,"TORRALBA SANCHEZ, ROSALIA",Candidato(a) a Investigador(a) Nacional
485813,"GRAJALES GARCIA, GABRIELA",Candidato(a) a Investigador(a) Nacional
485833,"PEREZ GASPAR, MIGUEL",Candidato(a) a Investigador(a) Nacional
485836,"MARTINEZ SANDOVAL, LEONARDO IGNACIO",Investigador(a) Nacional Nivel I
485883,"GARCIA SALDAÑA, ARTURO",Candidato(a) a Investigador(a) Nacional
485908,"HERNANDEZ ORTEGA, MARCOS ALFREDO",Candidato(a) a Investigador(a) Nacional
485910,"AGUNDIS TINAJERO, GIBRAN DAVID",Candidato(a) a Investigador(a) Nacional
485925,"PELAYO CEJA, J. ELIAS",Candidato(a) a Investigador(a) Nacional
485947,"OLIVARES PINTO, ULISES",Candidato(a) a Investigador(a) Nacional
485954,"BAEZ VIEZCA, SARAHI BERENICE",Candidato(a) a Investigador(a) Nacional
485965,"RUIZ DUARTE, JORGE ENRIQUE",Investigador(a) Nacional Nivel I
485983,"HERNANDEZ ESPARZA, RAYMUNDO",Investigador(a) Nacional Nivel I
486009,"ROJAS TORRES, SOLANGEL",Candidato(a) a Investigador(a) Nacional
486025,"CAMARENA PEREZ, IRMA",Candidato(a) a Investigador(a) Nacional
486029,"GONZALEZ RODRIGUEZ, GUILLERMO ISAAC",Candidato(a) a Investigador(a) Nacional
486031,"DESIRENA LOPEZ, GADDIEL",Candidato(a) a Investigador(a) Nacional
486059,"RIVAS SEPULVEDA, EDITH",Candidato(a) a Investigador(a) Nacional
486090,"CISNEROS DE LA CRUZ, DIANA JACQUELINE",Candidato(a) a Investigador(a) Nacional
486161,"JALIFE JACOBO, SAID",Investigador(a) Nacional Nivel I
486168,"APARICIO CUEVAS, MANUEL ALEJANDRO",Candidato(a) a Investigador(a) Nacional
486173,"LOZANO GARCIA, OMAR",Investigador(a) Nacional Nivel I
486227,"ARMENDARIZ BARRAGAN, BRENDA",Candidato(a) a Investigador(a) Nacional
486231,"MIRANDA VILCHIS, ROGELIO",Candidato(a) a Investigador(a) Nacional
486270,"HERNANDEZ FLORES, JANETH",Candidato(a) a Investigador(a) Nacional
486271,"MENDOZA MARTINEZ, ARIANN ELIZABETH",Candidato(a) a Investigador(a) Nacional
486294,"CARDENAS RIVERA, ALFREDO",Candidato(a) a Investigador(a) Nacional
486326,"RODRIGUEZ BAUTISTA, MARIANO",Candidato(a) a Investigador(a) Nacional
486339,"FRANCO MUÑOZ, FLAVIO ALFREDO",Candidato(a) a Investigador(a) Nacional
486347,"VIDRIOS SERRANO, CARLOS ALBERTO",Candidato(a) a Investigador(a) Nacional
486383,"MANRIQUE ORTEGA, MAYRA DAFNE",Candidato(a) a Investigador(a) Nacional
486388,"GUTIERREZ FRIAS, ERIC FRANCISCO",Candidato(a) a Investigador(a) Nacional
486423,"SANCHEZ TELLEZ, DANIELA ANAHI",Candidato(a) a Investigador(a) Nacional
486445,"RODRIGUEZ RODRIGUEZ, ROGELIO",Investigador(a) Nacional Nivel I
486476,"ALVAREZ DOMINGUEZ, MARCO POLO",Candidato(a) a Investigador(a) Nacional
486539,"AGUILERA PORTILLO, GABRIELA",Candidato(a) a Investigador(a) Nacional
486593,"DURAN PEREZ, SERGIO ALONSO",Candidato(a) a Investigador(a) Nacional
486617,"JARQUIN YAÑEZ, LIZET DEL CARMEN",Candidato(a) a Investigador(a) Nacional
486631,"VARGAS CAAMAL, ALBA MARGARITA",Investigador(a) Nacional Nivel I
486644,"ARCEO CASTILLO, JEYDER ISRAEL",Candidato(a) a Investigador(a) Nacional
486702,"RAMIREZ LOPEZ, ALEJANDRA AZUCENA",Candidato(a) a Investigador(a) Nacional
486738,"DELGADO VENEGAS, ROGELIO ISAAC",Candidato(a) a Investigador(a) Nacional
486779,"CISNEROS ROSADO, DAVID ENRIQUE",Candidato(a) a Investigador(a) Nacional
486782,"ANGELES GARNICA, ADRIANELA CITLALI",Candidato(a) a Investigador(a) Nacional
486786,"DE JESUS CONTRERAS, DANIEL",Candidato(a) a Investigador(a) Nacional
486804,"OSPINA ESCOBAR, ANGELICA MARIA",Investigador(a) Nacional Nivel I
486822,"ARELLANO MURO, CARLOS AUGUSTO",Candidato(a) a Investigador(a) Nacional
486829,"VERGARA ORTEGA, DAYANA NICTE",Candidato(a) a Investigador(a) Nacional
486834,"POOX MARTINEZ, DIANA GABRIELA",Candidato(a) a Investigador(a) Nacional
486850,"FUENTES OCAMPO, LUCERO",Candidato(a) a Investigador(a) Nacional
486879,"MENDOZA CATALAN, GEU SALOME",Investigador(a) Nacional Nivel I
486883,"PIMENTEL JAIMES, JOSE ALFREDO",Candidato(a) a Investigador(a) Nacional
486890,"ANGULO ROCHA, JORGE NOE",Candidato(a) a Investigador(a) Nacional
486901,"GRAJALES HERNANDEZ, DANIEL ALBERTO",Investigador(a) Nacional Nivel I
486904,"CARREON ZAPIAIN, MARIA TERESA",Candidato(a) a Investigador(a) Nacional
486943,"BAUTISTA VILLARREAL, MINERVA",Investigador(a) Nacional Nivel I
486958,"PEREZ DE LA LUZ, ALEXANDER",Candidato(a) a Investigador(a) Nacional
486995,"BECERRA GODINEZ, ROSA LETICIA",Investigador(a) Nacional Nivel I
487001,"SERRANO SOLARES, CLAUDIA EDITH",Candidato(a) a Investigador(a) Nacional
487003,"LOPEZ LOPEZ, KENIA",Candidato(a) a Investigador(a) Nacional
487010,"MENDIOLA PASTRANA, INDIRA ROCIO",Investigador(a) Nacional Nivel I
487068,"LULE CHAVEZ, AMALIA NADIN",Candidato(a) a Investigador(a) Nacional
487080,"ESPINOZA BELTRAN, LUCINA GABRIELA",Candidato(a) a Investigador(a) Nacional
